No.;Sentimen;Tweet
1185;Positif;b'PGI Kukar mendukung penuh pembangunan IKN\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/c3ES7L7gcv'
1186;Positif;b'RT @plat_mirah: 200.000 masyarakat akan menghuni IKN pada tahun 2024\xf0\x9f\xa5\xb0\xf0\x9f\x98\x98\xf0\x9f\xab\xb0\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanInd\xe2\x80\xa6'
1187;Positif;b'Jokowi Luncurkan Jaga Nusantara, Metaverse di IKN \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/K2gbLCdx3Q'
1188;Positif;b'PGI Kukar dukung MPR RI keluarkan ketetapan tentang IKN Nusantara\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/V4PgYoNXfp'
1189;Positif;b'RT @BergetarNusa: @maryshelparaiso IKN bawa dampak Jawa Timur yang LEBIH BAIK #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataan\xe2\x80\xa6'
1190;Positif;b'Pemerintah targetkan IKN dihuni 200ribu org pada 2024\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/mAtowe9IlI'
1191;Positif;b'RT @maryshelparaiso: Karena membawa banyak manfaat Positif, masyarakat Jawa Timur siap dukung dan Kawal Pemindahan IKN #KotaDuniaUntukSemua\xe2\x80\xa6'
1192;Positif;b'Pembangunan IKN berkonsep Green City\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/hDyX79iuLA'
1193;Positif;b'Jokowi luncurkan jagat Nusantara, metaverse di IKN\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/UaM2sE8JOH'
1194;Negatif;b'RT @Usuludin321: Bener juga yah kenapa sih maksain bangun IKN ada apa sebenarnya? https://t.co/KkwkbVkihA'
1195;Positif;b'IKN akan jadi representasi bangsa yang unggul\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/rfukHvzybX'
1196;Positif;b'IKN Anakn jadi representasu bangsa yang unggul \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/P69mVU0hFe'
1197;Positif;b'RT @papa_loren: Pemerintah Targetkan IKN Dihuni 200 Ribu Orang pada 2024.\n\nDr 200rb itu temen, sodara, tante, ponakan, adek, mertus JETLI a\xe2\x80\xa6'
1198;Positif;b'@Maulana9009 Orang Cerdas Dukung Pembangunan IKN Nusantara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/ilLV46isFY'
1199;Positif;b'Bambang menyebut strategi pengembangan infrastruktur tersebut merupakan salah satu upaya dalam menjawab pertanyaan\xe2\x80\xa6 https://t.co/NenjX5RhHz'
1200;Positif;b'Membanggakan IKN kota dengan konsep future smart forest city\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/0l4V2Qe1eU'
1201;Negatif;b'RT @RagilSemar: Diawali dari konsep pendanaan IKN yang menjadikan pemerintah sebagai penyewa di sana. \nTentu ini akal2an oligarki.\nOligarki\xe2\x80\xa6'
1202;Positif;b'@BergetarNusa @maryshelparaiso Mahasiswa Jawa Timur dukung pembangunan IKN #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/hry58abPOb'
1203;Positif;b'@berita_mineral @maryshelparaiso Dukung IKN semoga makin maju, Jawa Timur Dukung Pembangunan IKN\xe2\x80\xa6 https://t.co/vp5nrJapML'
1204;Positif;b'RT @NandaShanum: @maryshelparaiso Sudah dipikirkan matang matang IKN Nusantara Jawa Timur terus dukung pembangunan IKN #JokowiBapakInfrastr\xe2\x80\xa6'
1205;Positif;b'RT @OiCoffe: @FGelael @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek Jawa Timur dukung pembangunan I\xe2\x80\xa6'
1206;Negatif;b'RT @Tan_Mar3M: Penduduk sepi. Makin ragu aja investor nanam modal \xf0\x9f\xa4\xa3 https://t.co/OvHL1zxumw'
1207;Positif;b'@HantamanHitam Mendukung Pembangunan IKN Nusantara Menuju Indonesia Menjadi Negara Maju\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/JCUAanNfVC'
1208;Positif;b'@NandaShanum @maryshelparaiso IKN adalah solusi utk Indonesia semakin maju. Salam damai dari Jawa Timur\xe2\x80\xa6 https://t.co/xiFkPbJRaJ'
1209;Positif;b'IKN berikan banyak dampak Positif\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/UCgSzMsX4E'
1210;Positif;b'@FGelael @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek Jawa Timur dukung pe\xe2\x80\xa6 https://t.co/Zy2DMU1O9w'
1211;Positif;b'Bambang memperkirakan populasi IKN akan mencapai 200 ribu penduduk pada tahun 2024 nanti. Menurut Bambang, jumlah t\xe2\x80\xa6 https://t.co/tfrALZPnWx'
1212;Positif;b'PGI Kukar dukung MPR RI keluarkan ketetapan tentang IKN Nusantara\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/gCiflrr7ls'
1213;Positif;b'Pemerintah targetkan IKN dihuni 200ribu org pada 2024\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/fFARgLkorP'
1214;Positif;b'RT @KathyJo49714916: @maryshelparaiso IKN smart city siap bersaing, Jawa Timur dukung terus #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6'
1215;Positif;b'Pembangunan IKN berkonsep Green City\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/r6mXdO8rFy'
1216;Positif;b'Jokowi luncurkan jagat Nusantara, metaverse di IKN\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/flWNPEoYC6'
1217;Positif;b'IKN akan jadi representasi bangsa yang unggul\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/lSPEKBpq8n'
1218;Negatif;b'RT @geloraco: Anggaran Pembangunan Infrastruktur Dasar IKN Membengkak Jadi Rp 58 Triliun\nhttps://t.co/jOiV0N8AKK'
1219;Positif;b'RT @KathyJo49714916: @maryshelparaiso IKN smart city siap bersaing, Jawa Timur dukung terus #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6'
1220;Positif;b'Mantap IKN kota ramah lingkungan berteknologi canggih\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/YnEg0Iefjw'
1221;Positif;b'@KathyJo49714916 @maryshelparaiso Pembangunan IKN meningkatkan ekonomi masyarakat, warga Jawa Timur dukung IKN\xe2\x80\xa6 https://t.co/Ef6494PQTt'
1222;Positif;b'RT @NandaShanum: @KathyJo49714916 @maryshelparaiso Kami sebagai warga Jawa Timur juga turut mendukung penuh pembangunan IKN. #JokowiBapakIn\xe2\x80\xa6'
1223;Positif;b'RT @KathyJo49714916: @Opposih6890bio @FGelael @maryshelparaiso IKN siap bersaing dalam sektor pariwisata Jawa Timur dukung #KotaDuniaUntukS\xe2\x80\xa6'
1224;Positif;b'Pemerintah mulai menyusun rencana pengembangan infrastruktur bagi penduduk di Ibu Kota Nusantara (IKN). Kepala Otor\xe2\x80\xa6 https://t.co/P2XRizohBs'
1225;Positif;b'@maryshelparaiso IKN smart city siap bersaing, Jawa Timur dukung terus #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/DGUWlSbQI3'
1226;Negatif;b'Resesi di depan mata tapi ngotot bangun IKN. Niknat mana yang kamu dustakan? https://t.co/54Zlrz97K2'
1227;Positif;b'@KathyJo49714916 @maryshelparaiso Kami sebagai warga Jawa Timur juga turut mendukung penuh pembangunan IKN.\xe2\x80\xa6 https://t.co/lfa2mvJZ8V'
1228;Positif;b'RT @Opposih6890bio: @OiCoffe @berita_mineral @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #\xe2\x80\xa6'
1229;Positif;b'@Opposih6890bio @FGelael @maryshelparaiso IKN bawa dampak Jawa Timur yang LEBIH BAIK #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/SXm8L9gAzv'
1230;Negatif;b'@burnoxyz @Dennysiregar7 Anggaran perlindungan sosial di rapbn 2023 nominalnya 479,1 T, naik lebih 11% dr 2022.\n\nK\xe2\x80\xa6 https://t.co/O6xRD6tKdd'
1231;Positif;b'RT @AlshaibaShihab: Indonesia ditangan Presiden Jokowi :\n\n65 bendungan \n36 ruas jalan tol\n15 bandara baru\nSirkuit Mandalika\nKereta api cepa\xe2\x80\xa6'
1232;Positif;b'Jokoei luncurkan Jagat Nusantara, metaverse di IKN\n\nKalimantan Selatan\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/oXH4a6AkKS'
1233;Positif;b'@berita_mineral @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek Jawa Timur du\xe2\x80\xa6 https://t.co/1e7b86978S'
1234;Positif;b'@NaomiSusantiiii Jadi pengen liat IKN cepat jadi \n#DukungIKNNusantara'
1235;Positif;b'RT @NandaShanum: @maryshelparaiso Sudah dipikirkan matang matang IKN Nusantara Jawa Timur terus dukung pembangunan IKN #JokowiBapakInfrastr\xe2\x80\xa6'
1236;Positif;b'RT @NandaShanum: @maryshelparaiso Sudah dipikirkan matang matang IKN Nusantara Jawa Timur terus dukung pembangunan IKN #JokowiBapakInfrastr\xe2\x80\xa6'
1237;Positif;b'@NandaShanum @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek Jawa Timur dukun\xe2\x80\xa6 https://t.co/UOjrvLzjFI'
1238;Positif;b'RT @Opposih6890bio: @BergetarNusa @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahter\xe2\x80\xa6'
1239;Positif;b'RT @KathyJo49714916: @BergetarNusa @OiCoffe @maryshelparaiso Kami mahasiswa Jawa Timur sangat dukung pembangunan IKN karena manfaat nya #Ko\xe2\x80\xa6'
1240;Positif;b'@maryshelparaiso Membuka lapangan kerja baru masyarakat Jawa Timur mendukung IKN Nusantara #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/xAO48TwXBT'
1241;Positif;b'IKN berkonsep ramah lingkungan\n\nKalimantan Selatan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/KWYeBeWF5N'
1242;Positif;b'RT @Merdekasatu1: @maryshelparaiso Aku wong Jawa Timur siap mendkung penuh IKN #JokowiBapakInfrastruktur #KotaDuniaUntukSemua #IKNSejahtera\xe2\x80\xa6'
1243;Positif;b'@BergetarNusa @maryshelparaiso Warga Jawa Timur mendukung pembangunan IKN sebagai Identitas Nasional\xe2\x80\xa6 https://t.co/67oAtKPDis'
1244;Positif;b'@OiCoffe @maryshelparaiso Arek Jawa Timur dukung dan sukseskan pembangunan IKN Nusantara #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/IsVLBlqh9l'
1245;Positif;b'Tiga manfaat besar IKN untuk perekonomian Indonesia\n\nKalimantan Selatan\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/eY0Fe2WJ3c'
1246;Positif;b'Konsep IKN komitmen pemerintah terhadap pembangunan berkelanjutan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/cQhRDKlihA'
1247;Positif;b'@Merdekasatu1 @maryshelparaiso Pembangunan IKN meningkatkan ekonomi masyarakat, warga Jawa Timur dukung IKN\xe2\x80\xa6 https://t.co/hijTaQHoFQ'
1248;Positif;b'RT @Opposih6890bio: @FGelael @maryshelparaiso Arek Jawa Timur antusias sambut IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6'
1249;Positif;b'RT @Opposih6890bio: @BergetarNusa @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahter\xe2\x80\xa6'
1250;Positif;b'@Opposih6890bio @FGelael @maryshelparaiso Pembangunan IKN meningkatkan ekonomi masyarakat, warga Jawa Timur dukung\xe2\x80\xa6 https://t.co/rnNTFkErWg'
1251;Positif;b'RT @maryshelparaiso: IKN Berkonsep ramah lingkungan, pasti disana nanti udaranya sangat segar dan sehat. kalau di Jawa Timur seperti kota a\xe2\x80\xa6'
1252;Positif;b'RT @FGelael: @OiCoffe @maryshelparaiso Kami mahasiswa Jawa Timur sangat dukung pembangunan IKN karena manfaat nya #KotaDuniaUntukSemua #IKN\xe2\x80\xa6'
1253;Positif;b'RT @Opposih6890bio: @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6'
1254;Positif;b'@BergetarNusa @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/DysNhAweeh'
1255;Positif;b'@maryshelparaiso Jawa Timur Dukung IKN Nusantara Untuk Pemerataan Pembangunan #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/TjjDBYpkMh'
1256;Positif;b'@OiCoffe @maryshelparaiso IKN berpotensi bikin Indonesia jadi pusat teknologi? Mantap ga tuh. Yuk dukung pembanguna\xe2\x80\xa6 https://t.co/r12pFnQ9ZS'
1257;Positif;b'@Opposih6890bio @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek Jawa Timur du\xe2\x80\xa6 https://t.co/v212ptpa9g'
1258;Positif;b'RT @papa_loren: Pemerintah Targetkan IKN Dihuni 200 Ribu Orang pada 2024.\n\nDr 200rb itu temen, sodara, tante, ponakan, adek, mertus JETLI a\xe2\x80\xa6'
1259;Positif;b'RT @OiCoffe: @maryshelparaiso Dukung IKN Nusantara, warga Jawa Timur bangga. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanE\xe2\x80\xa6'
1260;Positif;b'Jokowi luncurkan jagat Nusantara, metaverse di IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/wQOGCT3vGI'
1261;Positif;b'@maryshelparaiso Dukung IKN Nusantara, warga Jawa Timur bangga. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/wl3ZZZp52a'
1262;Positif;b'RT @FGelael: @maryshelparaiso dibangunnya IKN Nusantara di dukung semua elemen masyarakat di Jawa Timur, IKN akan membawa Indonesia semakin\xe2\x80\xa6'
1263;Positif;b'RT @FGelael: @maryshelparaiso dibangunnya IKN Nusantara di dukung semua elemen masyarakat di Jawa Timur, IKN akan membawa Indonesia semakin\xe2\x80\xa6'
1264;Positif;b'RT @KathyJo49714916: @berita_mineral @OiCoffe @maryshelparaiso IKN Nusantara di dukung semua masyarakat di Jawa Timur, IKN akan membawa Ind\xe2\x80\xa6'
1265;Positif;b'@berita_mineral @OiCoffe @maryshelparaiso IKN Nusantara di dukung semua masyarakat di Jawa Timur, IKN akan membawa\xe2\x80\xa6 https://t.co/Nr78q3noBZ'
1266;Positif;b'RT @AlshaibaShihab: Indonesia ditangan Presiden Jokowi :\n\n65 bendungan \n36 ruas jalan tol\n15 bandara baru\nSirkuit Mandalika\nKereta api cepa\xe2\x80\xa6'
1267;Positif;b'@maryshelparaiso IKN Berdampak Positifterhadap pemerataan pembangunan dan ekonomi Jawa Timur #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/v43z0uheoS'
1268;Positif;b'@FGelael @maryshelparaiso Kami sebagai warga Jawa Timur juga turut mendukung penuh pembangunan IKN.\xe2\x80\xa6 https://t.co/RzyCHUAQtG'
1269;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1270;Negatif;b'RT @Tan_Mar3M: Penduduk sepi. Makin ragu aja investor nanam modal \xf0\x9f\xa4\xa3 https://t.co/OvHL1zxumw'
1271;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1272;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1273;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1274;Positif;b'IKN Nusantara akan berpengaruh setelah pertemuan di arab kemarin #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/3QAhb2V7Tg'
1275;Positif;b'DUkung dan Kawal pembangunan IKN Nusantara! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/MZ8a4HVe8N'
1276;Positif;b'IKN NUSANTARA semakin luar biasa\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/VGWkZ2YwhR'
1277;Positif;b'RT @FGelael: @maryshelparaiso dibangunnya IKN Nusantara di dukung semua elemen masyarakat di Jawa Timur, IKN akan membawa Indonesia semakin\xe2\x80\xa6'
1278;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1279;Positif;b'Kadin terus mengajak pengusaha global untuk melakukan investasi ke IKN #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/Xn8muO1DSr'
1280;Positif;b'RT @FGelael: @maryshelparaiso dibangunnya IKN Nusantara di dukung semua elemen masyarakat di Jawa Timur, IKN akan membawa Indonesia semakin\xe2\x80\xa6'
1281;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1282;Positif;b'Dari pertemuan di Arab Saudi akan berpeluang banyak masuknya investasi ke IKN #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/JWIDuJ3dGw'
1283;Positif;b'IKN Nusantara dengan Konsep Future Smart Forest City! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/aOSXirylE8'
1284;Positif;b'@FGelael @maryshelparaiso IKN Berdampak Positifterhadap pemerataan pembangunan dan ekonomi Jawa Timur\xe2\x80\xa6 https://t.co/XZSM7MrABw'
1285;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1286;Positif;b'RT @Opposih6890bio: @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6'
1287;Positif;b'IKN Nusantara berpeluang mendapatkan investasi dari berbagai pengusaha global #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/d0oSc6Q2aH'
1288;Positif;b'@FGelael @maryshelparaiso Masyarakat Jawa Timur Menyambut baik kehadiran IKN #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/AkKJN39Rex'
1289;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1290;Positif;b'Untuk menopang kebutuhan perlu adanya investasi untuk IKN #b20 #arsjadrasjid #IKNnusantara #inklusifkolaboratif https://t.co/FDGdxryq8K'
1291;Positif;b'Jokowi Luncurkan Jagat Nusantara, Metaverse di IKN! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/u1fDZxOZl1'
1292;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1293;Positif;b'@Opposih6890bio @maryshelparaiso Masyarakat Jawa Timur bangga dan terus dukung Pembangunan IKN\xe2\x80\xa6 https://t.co/XbyfGOmXNY'
1294;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1295;Positif;b'mantap, dukung pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/SA1yPT6YDB'
1296;Positif;b'IKN kana jadi Representasi Bangsa yang unggul! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/rqGtnm1cHz'
1297;Positif;b'Masuknya berbagai investasi ke IKN akan membantu masa depan ekonomi #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/ReFE6kzsjD'
1298;Positif;b'Pembangunan IKN Berkonsep Green City merupakan bentuk komitmen Pemerintah terhadap pembangunan Berkelanjutan! Papua\xe2\x80\xa6 https://t.co/HTrgyshL38'
1299;Positif;b'pemerintah targetkan IKN dihuni 200 ribu orang pada 2024\n\nMalut - Maluku Utara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/AS4Xd5m4md'
1300;Positif;b'pemerintah targetkan IKN dihuni 200 ribu orang pada 2024\n\nMalut - Maluku Utara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/NnTmcKoZiL'
1301;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1302;Positif;b'Hadirnya 6.000 delegasi dari dari berbagai negara momentum bagus untuk berinvenstasi di IKN #b20 #arsjadrasjid\xe2\x80\xa6 https://t.co/CZLMiZ9Gc7'
1303;Positif;b'IKN berkonsep ramah lingkungan \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/sZ1S4KhaXf'
1304;Positif;b'Pada kesempatan ini, saya mengajak Dubai Holding untuk menanamkan investasi pada sejumlah sektor di Indonesia. Mula\xe2\x80\xa6 https://t.co/30Plc3VC7y'
1305;Positif;b'RT @Opposih6890bio: @OiCoffe @maryshelparaiso IKN memiliki tujuan baik Arek Jawa Timur dukung pembangunan IKN yang bermanfaat bagi Indonesi\xe2\x80\xa6'
1306;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1307;Positif;b'Kadin saat menghadiri Konferensi di Arab mengajak para pengusaha melakukan investasi di IKN #b20 #arsjadrasjid\xe2\x80\xa6 https://t.co/IN6AOBBE3C'
1308;Positif;b'PGI Kukar Dukung MPR RI keluarkan ketetapan tentang IKN Nusantara! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/8Ro7fTLqwX'
1309;Positif;b'terbaik! inilah manfaat besar IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/n2rgIU4tAg'
1310;Positif;b'RT @Opposih6890bio: @FGelael @maryshelparaiso Arek Jawa Timur antusias sambut IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6'
1311;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1312;Positif;b'Untuk menyambut IKN Nusantara perlu adanya investasi dari para pengusaha global #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/KCgeHEXnKM'
1313;Positif;b'IKN mengusung konsep future smart forest city ! mantap\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/nKQjpYSYsm'
1314;Positif;b'Pemerintah Targetkan IKN dihuni 200 ribu orang pada 2024! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/CyzXzlWHJG'
1315;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1316;Positif;b'@OiCoffe @maryshelparaiso IKN memiliki tujuan baik Arek Jawa Timur dukung pembangunan IKN yang bermanfaat bagi Indo\xe2\x80\xa6 https://t.co/CEU1NJMD9d'
1317;Positif;b'IKN memerlukan banyak investasi dari pengusaha global #b20 #arsjadrasjid #IKNnusantara #inklusifkolaboratif https://t.co/2bvvMRBzaz'
1318;Positif;b'@maryshelparaiso Sudah dipikirkan matang matang IKN Nusantara Jawa Timur terus dukung pembangunan IKN\xe2\x80\xa6 https://t.co/BUNAJHa3th'
1319;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1320;Positif;b'Hubungan baik ini yang harus dipertahankan dengan menjalin investasi di IKN #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/Q0tkLoA3Mj'
1321;Positif;b'Tiga manfaat besar IKN untuk Perekonomian Indonesia! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/G8566BhcSH'
1322;Positif;"b'RT @berita_mineral: @maryshelparaiso Arek Jawa Timur Dukung, IKN demi Indonesia maju &amp; hebat #JokowiBapakInfrastruktur #KotaDuniaUntukSemua\xe2\x80\xa6'"
1323;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1324;Positif;b'RT @PianJuxx77: IKN jadi presentasi bangsa yang unggul\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanK\xe2\x80\xa6'
1325;Positif;b'Ajakan Kadin kepada pengusaha global untuk Investasi di IKN Nusantara #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/wYldaGf27T'
